Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
3380,Round 3,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,All India,Open,29942.0,44516
3381,Round 3,"Imps College of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,All India,Open,37368.0,37368
3382,Round 3,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,47845.0,64581
3383,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18531.0,60612
3384,Round 3,"Murshidabad College of Engineering & Technology, Murshidabad",Electrical Engineering,B.E/B. Tech,All India,Open,29940.0,60923
3385,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18911.0,62487
3386,Round 3,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electrical Engineering,B.E/B. Tech,All India,Open,38065.0,51427
3387,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,10380.0,64443
3388,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,12548.0,63673
3389,Round 3,"College of Engineering and Management, Kolaghat",Electrical Engineering,B.E/B. Tech,All India,Open,15697.0,61696
3390,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,9184.0,9184
3391,Round 3,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,22396.0,62928
3393,Round 3,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,2465.0,10192
3396,Round 3,"Siliguri Institute of Technology, Siliguri",Civil Engineering,B.E/B. Tech,All India,Open,11326.0,62527
3398,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,12222.0,63057
3399,Round 3,"Techno International New Town, Rajarhat, New Town",Civil Engineering,B.E/B. Tech,All India,Open,33959.0,62376
3400,Round 3,"Techno India University, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,16833.0,62282
3402,Round 3,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open,636.0,1111
3403,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,Open,7274.0,13882
3404,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,17994.0,64026
3405,Round 3,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,26530.0,63019
3406,Round 3,"Ideal Institute of Engineering, Kalyani",Civil Engineering,B.E/B. Tech,All India,Open,23959.0,32511
3407,Round 3,"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,34201.0,40330
3408,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,3672.0,64179
3409,Round 3,"Murshidabad College of Engineering & Technology, Murshidabad",Civil Engineering,B.E/B. Tech,All India,Open,19142.0,61932
3410,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,37218.0,62915
3411,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,24594.0,61351
3412,Round 3,"Nshm Knowledge Campus, Durgapur Group of Institutions",Civil Engineering,B.E/B. Tech,All India,Open,51997.0,51997
3413,Round 3,Jadavpur University,Civil Engineering,B.E/B. Tech,All India,Open,125.0,531
3414,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open,5950.0,14176
3415,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open,2501.0,6223
3416,Round 3,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B. Tech,All India,Open,16828.0,37557
3417,Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,16500.0,64123
3418,Round 3,"Bankura Unnayani Institute of Engineering, Bankura",Civil Engineering,B.E/B. Tech,All India,Open,19130.0,49181
3419,Round 3,"Bengal College of Engineering & Technology, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,17237.0,52058
3420,Round 3,"Budge Budge Institute of Technology, Budge-Budge",Civil Engineering,B.E/B. Tech,All India,Open,50659.0,50659
3421,Round 3,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,15759.0,62917
3422,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,29263.0,59844
3423,Round 3,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B. Tech,All India,Open,63509.0,63509
3424,Round 3,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,2550.0,19809
3426,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,21697.0,56127
3427,Round 3,"Aliah University, New Town",Civil Engineering,B.E/B. Tech,Home State,Open,7291.0,13797
3428,Round 3,Swami Vivekananda University,Civil Engineering,B.E/B. Tech,All India,Open,19049.0,19049
3429,Round 3,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,33190.0,33190
3431,Round 3,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,47641.0,47641
3432,Round 3,"Future Institute of Engineering & Management, Sonarpur",Electrical Engineering,B.E/B. Tech,All India,Open,23128.0,50530
3433,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B. Tech,All India,Open,36070.0,53636
3434,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,10718.0,59060
3436,Round 3,"Bengal College of Engineering & Technology, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,32793.0,32793
3437,Round 3,"Bankura Unnayani Institute of Engineering, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,27975.0,63118
3438,Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,39273.0,39273
3439,Round 3,"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,17071.0,64358
3440,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,Open,4458.0,11402
3441,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,Open,2628.0,10079
3442,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open,1396.0,1945
3443,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open,7495.0,10605
3444,Round 3,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open,162.0,345
3445,Round 3,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18686.0,55032
3447,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,Open,4153.0,7202
3448,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open,2281.0,4187
3449,Round 3,"Siliguri Institute of Technology, Siliguri",Electrical Engineering,B.E/B. Tech,All India,Open,35821.0,64186
3450,Round 3,Techno International Batanagar,Electrical Engineering,B.E/B. Tech,All India,Open,51052.0,51052
3451,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,8200.0,62924
3452,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,10241.0,36813
3453,Round 3,"Techno India University, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,9853.0,57833
3454,Round 3,"Techno International New Town, Rajarhat, New Town",Electrical Engineering,B.E/B. Tech,All India,Open,18704.0,63339
3455,Round 3,"Adamas University, Barasat",Electrical Engineering,B.E/B. Tech,All India,Open,60450.0,60450
3456,Round 3,Jadavpur University,Electrical Engineering,B.E/B. Tech,All India,Open,62.0,154
3457,Round 3,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),3183.0,5598
3458,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),48438.0,48438
3459,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),51906.0,51906
3460,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),34801.0,34801
3461,Round 3,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open (PwD),23862.0,29691
3462,Round 3,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,Open (PwD),34326.0,52944
3463,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open (PwD),28141.0,30722
3464,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open (PwD),36159.0,44633
3465,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),53060.0,53060
3466,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,Open (PwD),26589.0,26589
3467,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),55769.0,55769
3468,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),39947.0,40212
3469,Round 3,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open (PwD),4393.0,7883
3470,Round 3,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,Open (PwD),12029.0,12029
3477,Round 3,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),5988.0,11392
3478,Round 3,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),7355.0,22288
3479,Round 3,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),23708.0,23708
3486,Round 3,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open (PwD),28066.0,28066
3488,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open (PwD),57210.0,61338
3490,Round 3,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open (PwD),7118.0,19152
3491,Round 3,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,Open (PwD),52452.0,52452
3493,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open (PwD),19750.0,19750
3501,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),24820.0,24820
3507,Round 3,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,8305.0,8305
3508,Round 3,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,15275.0,16927
3509,Round 3,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,53972.0,55552
3510,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,41541.0,52549
3512,Round 3,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,7141.0,7141
3514,Round 3,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,SC,10567.0,14866
3516,Round 3,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,SC,6700.0,10924
3521,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,SC,4140.0,8267
3523,Round 3,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,SC,10558.0,11001
3532,Round 3,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,SC,6701.0,8807
3538,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC,2715.0,6904
3540,Round 3,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,7066.0,9292
3541,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,SC,19012.0,25109
3545,Round 3,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,3291.0,8132
3553,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,SC,13485.0,20481
3555,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,SC,20916.0,23521
3556,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,SC,20215.0,22693
3557,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,SC,14130.0,19958
3558,Round 3,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,SC,4018.0,6387
3559,Round 3,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,Home State,SC,20887.0,20887
3561,Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,SC,8954.0,17900
3562,Round 3,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,SC,19434.0,26533
3563,Round 3,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,SC,25018.0,27853
3570,Round 3,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,SC,7227.0,8901
3572,Round 3,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,SC,1253.0,3891
3573,Round 3,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,SC,2895.0,5350
3574,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,SC,8437.0,13502
3575,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,SC,14662.0,18577
3576,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,SC,13747.0,17120
3577,Round 3,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B. Tech,Home State,SC,21633.0,21633
3589,Round 3,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,SC,2474.0,5619
3591,Round 3,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC,554.0,1490
3593,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,SC,7391.0,9464
3594,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,SC,13936.0,19560
3595,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,SC,15797.0,20349
3596,Round 3,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,SC,24007.0,24007
3597,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,9427.0,11576
3598,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,1735.0,5809
3599,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,8745.0,11676
3600,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,SC,5020.0,9081
3601,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,SC,11408.0,13944
3602,Round 3,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,SC,9288.0,11316
3603,Round 3,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,21736.0,31212
3604,Round 3,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,5255.0,5255
3605,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,SC,64277.0,64277
3606,Round 3,"Future Institute of Engineering & Management, Sonarpur",Information Technology,B.E/B. Tech,Home State,SC,41811.0,44462
3607,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,42454.0,48952
3608,Round 3,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,SC,1639.0,6174
3609,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,SC,17502.0,20317
3610,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,SC,8602.0,12561
3611,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,SC,16837.0,19294
